     ,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
130,-470.6206107,-1446.421064,-452.3502756,319.4318333,-137.7792143,-957.1474732,-1348.424319,-401.5575445,-468.4760447,512.8364576,-326.3184622
131,-345.8931282,602.7076564,-594.6497697,-255.9576692,-348.0463796,-782.3669669,625.1186564,-813.5959971,-521.64151,-73.11964595,-1297.379656
132,27.03138929,-324.9349583,-711.3063597,-388.1541925,-59.92800267,-799.9136231,-220.0757798,1308.668752,-25.79855825,1145.262173,346.494442
133,-81.72399015,774.1606098,-774.4589688,104.9071651,133.9129226,-612.6257389,-822.8283243,-1490.265388,1496.139637,-972.4028894,1346.221073
134,-27.14499479,-467.4931737,-862.4932997,622.5191403,-631.1919417,568.4589189,-332.8117649,480.4244961,-968.1860639,831.351058,487.9726827
135,262.3713559,-919.6506901,2642.935721,540.1230264,2290.467071,1600.267819,-188.8347802,-412.2717546,-403.4591834,-1830.02855,-695.8351193
136,137.6916813,246.766024,1525.957561,-772.771883,882.0565994,-1252.593342,-586.3200252,-457.6405943,371.8110815,457.3096467,962.3417448
137,137.9214905,770.8369604,243.1682154,390.3649435,1588.530691,-510.9261812,774.7283191,-1808.143926,411.3342429,-483.2495425,2.571182432
138,530.9404763,1040.086245,164.6438095,885.1875412,1473.764815,389.0939689,1171.041065,-326.5609777,-8.20988227,-522.6194164,1042.977595
139,-138.6317466,414.0913538,-507.2344619,154.6688336,1041.568389,-39.26799104,-948.9328108,131.9117558,-1980.565591,768.7706444,-421.3275873
140,395.4771475,-469.3107363,875.6956788,-1365.162877,1947.098643,-480.2420417,-523.2509434,1021.224743,708.6952731,2451.229719,-211.2059836
141,-859.2834104,-120.4066387,-1479.31598,-332.1022773,-721.4312956,-448.7670131,-1744.187757,1660.60756,-1416.603482,-2802.202798,-1188.424422
142,-54.95677151,-603.8395528,-1149.554063,1098.303541,-137.8391786,25.38560441,610.3917643,286.012527,978.5672974,-1109.477554,-547.5181007
143,-106.7478688,665.9671461,-2534.554462,-1375.184479,500.9922322,-480.249035,936.1075501,809.1802969,-1198.09288,406.6570875,1201.697856
144,207.4428656,147.4344017,-977.4648772,879.3899419,635.4245266,542.6107835,715.9388934,-2994.61286,880.9375611,1808.131811,436.6384746
145,-332.9358451,192.7289965,696.4386734,338.2254737,651.7812617,1.471000245,-766.7048545,-1004.322712,-998.1917282,-1373.042551,-1067.742011
146,210.2348212,1761.266127,754.0956637,-625.0273907,-390.392694,112.5575309,-655.5450295,67.51685717,777.6041379,-35.74273355,336.0157427
147,59.42054159,886.4915394,-272.131756,284.7905991,-309.3775929,-28.52886983,-324.7302651,-528.8698536,173.711853,566.5453158,146.304446
148,444.7339052,498.7269583,-737.9317802,-1203.735192,417.043503,687.8813912,49.8572666,1348.03578,907.698798,2680.570841,-200.808514
149,-434.7628422,-998.8487961,-740.1367907,-565.4978064,476.0313834,-2158.068564,1318.551018,-239.2965911,-246.7935578,-1079.343166,-114.2255515
150,-37.44542037,13.23976767,-121.9449276,339.0592559,-589.632042,-895.8157604,548.3281305,98.66745382,197.1810552,1059.027254,-1022.564391
151,-138.1526126,-855.2404573,1257.219651,-1482.883358,-1309.412146,817.8618312,238.200192,105.2321371,-91.6594081,31.26754703,-92.11211469
152,461.0631638,1355.442703,-398.1481288,-161.3735363,1794.448805,27.50970203,2232.01639,-104.979701,1367.414982,-1655.344038,153.6444608
153,-379.2772636,-1584.473563,844.4543066,-1212.867816,283.7695544,-282.1958767,-1158.203185,-1619.359983,-511.0404636,1740.629446,-293.4850549
154,92.54185267,917.2215421,-57.04286766,876.7267737,-1826.911378,-403.1883068,949.4055238,-163.2549488,-86.45528271,-430.4619119,1149.379383
155,305.7390836,297.514354,44.02227618,643.0545453,588.2249291,212.5870464,1547.031497,-60.28753364,278.081048,-642.9525534,150.115227
156,80.0323705,1587.761524,-643.2576018,-1133.592826,996.7596428,-148.7661522,96.00420497,-45.11330369,79.12172393,850.5306835,-839.1241906
157,-141.0399584,-1011.774084,84.96813704,-1606.439689,-1373.053536,1866.683148,757.4683301,-10.05647187,1238.006936,-1040.59923,-315.6031234
158,266.3709614,623.4536094,890.6716814,512.9168468,-2541.238808,-968.0821177,477.0680924,-355.951493,2540.231621,926.558301,558.0818806
159,70.27559611,-1116.949554,-35.2967396,241.2039642,1127.78363,881.1310971,1032.989195,-923.9120158,1412.151698,-1380.430752,-535.9145617
160,-327.5483226,430.7711349,-149.8915917,-1006.036858,-821.5498256,-1548.254323,531.974639,1260.568845,-100.3935034,-400.348815,-1472.322928
161,239.749673,913.2019243,2211.304333,-1797.455804,-1063.432938,-679.5930425,-564.3179097,227.3459501,1614.249547,1008.597287,527.5973828
162,-85.7958047,-723.9287041,-1119.628234,-796.7753063,1548.066801,-61.74330146,-446.8362537,-183.7557302,824.6182196,-1312.849675,1414.874136
163,-169.6255691,156.4762569,-216.3439783,442.8461137,218.3970731,-344.1964565,-252.710672,-868.8625469,656.3907509,-531.9938094,-956.2584224
164,347.6085095,165.8635227,1329.141283,-48.34462378,-608.101257,403.8960208,1936.712462,-1451.905529,382.2027878,205.0866252,1161.533804
165,12.05031378,990.9091737,-186.7091118,-1684.517255,806.5637679,-835.1926902,-946.740411,1148.350581,-910.8503776,1402.84474,335.8447214
166,-280.6904183,319.1184001,307.2647805,-1638.423626,-1776.388616,215.5530538,568.0073592,82.61103216,-821.534517,18.92210388,-82.03415315
167,223.8650174,-957.1580983,1013.972154,-1730.276062,588.7424068,384.3234052,1009.711855,-1005.311872,101.4071467,2171.164949,662.074289
168,348.011737,100.5812087,539.1612741,86.17684238,2190.898013,983.6361958,-85.61495423,252.3314314,-390.7979961,1209.850126,-1406.104771
169,343.5069527,-1604.73853,1458.71475,2153.119793,468.3049077,112.7379412,657.2676903,-647.0535264,171.2435452,38.90870586,626.5642507
170,-235.0744979,-1557.998528,-507.0347698,844.995603,-675.5938276,-993.3613754,2042.07215,38.11800018,-578.9181399,-1692.370437,729.3463463
171,-280.4314403,699.1361537,-298.7596006,-1102.230191,-24.54942364,-835.8560675,-942.0935889,-103.2127515,-1051.390399,246.6489553,607.9925094
172,-163.0933069,-839.6324472,-1368.245095,1561.279599,-940.270236,-659.9427051,213.0171674,599.3693725,-256.3168937,460.7943277,-400.9861579
173,686.5203658,-971.1706648,1426.316861,2488.441614,1695.969533,141.8066392,1833.435362,355.7035157,-477.2862704,466.3795744,-94.39250641
174,-614.0860302,-983.1181837,-898.3219714,802.0517387,-1846.531982,604.1367404,-1629.583603,-2121.176445,-1838.846604,1966.763972,-196.2339649
175,217.8158668,86.58318017,1419.255046,934.1797485,-1391.505269,869.0063428,184.1812647,-341.6780976,24.29091414,1279.812021,-885.966482
176,186.6848149,400.8856791,-9.657236533,-1797.164615,-802.2531717,193.2135532,1297.342089,1001.331017,597.2125044,-815.2756611,1801.213991
177,159.8677258,215.2404676,-1006.365522,-182.9049809,896.2484254,7.617498318,886.8646866,1103.693957,400.5306846,-857.702623,135.4546632
178,-325.9212602,45.16585594,1859.346334,-1626.321938,-134.8224511,-584.0935468,335.1056202,-2437.564359,1114.924559,13.74848734,-1844.701164
179,-294.1592604,-361.1131347,608.9623417,-1591.447875,3.222216443,-1057.473648,-555.9850319,26.73838267,183.4502536,-470.7424982,272.7963895
180,99.11737615,817.9776073,-278.9142751,1431.567757,1462.214171,-428.7020656,-637.8405565,-1664.172985,-126.5693316,-363.4377801,779.0512201
181,-398.906414,-1509.661606,-277.3913917,968.7443931,-730.3570956,-762.3615367,-1446.940335,2620.573846,-747.4731781,-1300.346832,-803.850404
182,-120.302109,-774.2950805,-269.3897785,825.3722321,-298.323169,-922.823315,-1451.338498,21.85735822,42.53907403,1530.932351,92.44773547
183,-474.2024148,-99.00831128,-1050.653837,-305.9525751,-438.474458,-370.1641645,-959.2553926,538.3296033,-142.4454175,-200.35348,-1714.046116
184,4.89138913,493.6440875,487.015326,-839.1294028,990.1213839,-1364.75823,-21.86990879,-271.2073399,-1317.174789,189.7026121,1702.570152
185,100.1240974,67.63423007,-463.0217541,447.0241569,105.7199955,27.76213163,-425.5422128,1421.975559,456.3633635,-528.6706589,-108.0038368
186,-352.5361082,-740.8667042,-608.2911501,-640.7257242,-1134.311594,777.2769638,-291.0414633,554.1275783,-670.1258977,-60.36249439,-711.0405968
187,-134.3221446,719.6681705,-248.4193067,-730.873586,-1641.703229,275.6665493,-708.3850523,-15.77921712,-491.730108,954.1895809,544.1447524
188,148.6377621,447.2120875,-616.1211233,466.2900436,1714.831609,-832.1860342,172.3391392,-1649.216974,1398.562092,-397.9120986,782.5788808
189,140.5549781,-1723.228251,1797.539387,-356.871528,545.6573235,150.8182063,-255.4707862,1685.792303,-1648.046206,298.71366,910.6456722
190,-194.0204696,-29.85612164,-118.1707844,-142.6877121,-1227.63642,38.12738409,512.7175235,68.59922748,-272.2761011,-489.7250224,-279.2966693
